city,fetched_at,station_timestamp,aqi,openweather_aqi_scale,pm25,pm10,o3,no2,so2,co,hour,day,month,day_of_week,aqi_change_rate,is_backfilled,temperature_2m,relative_humidity_2m,dew_point_2m,surface_pressure,wind_speed_10m,wind_direction_10m,wind_gusts_10m,precipitation,cloud_cover,boundary_layer_height,ventilation_index,wind_speed_24h_mean,wind_u,wind_v,humidity,pressure,temperature,wind
Karachi,2024-04-12 22:00:00+00:00,2024-04-12 22:00:00+00:00,68,3.0,20.3,59.95,49.35,2.36,1.74,240.33,22,12,4,4,-3.0,True,25.1,94.0,24.0,1006.6,10.1,274.0,15.5,0.0,67.0,,,17.216666666666665,10.075396907624226,-0.7045403848156647,,,,
Karachi,2024-04-12 23:00:00+00:00,2024-04-12 23:00:00+00:00,68,3.0,20.05,56.36,50.07,2.55,2.21,247.0,23,12,4,4,0.0,True,25.0,95.0,24.1,1006.8,9.4,277.0,14.4,0.0,99.0,,,16.925,9.329933825428428,-1.1455718280083882,,,,
Karachi,2024-04-13 00:00:00+00:00,2024-04-13 00:00:00+00:00,69,3.0,20.62,55.78,49.35,3.26,3.04,260.35,0,13,4,5,1.0,True,25.0,95.0,24.2,1007.2,10.9,262.0,14.4,0.0,74.0,,,16.7625,10.793921949283115,1.5169868004647078,,,,
Karachi,2024-04-13 01:00:00+00:00,2024-04-13 01:00:00+00:00,70,3.0,21.02,54.48,49.35,4.46,3.99,277.04,1,13,4,5,1.0,True,25.3,95.0,24.5,1006.9,10.1,264.0,15.1,0.0,41.0,,,16.641666666666666,10.044671143219562,1.055737479003299,,,,
Karachi,2024-04-13 02:00:00+00:00,2024-04-13 02:00:00+00:00,70,3.0,20.92,54.36,47.21,5.31,3.87,287.06,2,13,4,5,0.0,True,25.9,93.0,24.6,1007.4,11.2,255.0,15.1,0.0,68.0,,,16.575,10.818369254437563,2.898773305148231,,,,
Karachi,2024-04-13 03:00:00+00:00,2024-04-13 03:00:00+00:00,70,3.0,21.17,55.83,41.48,8.91,3.61,347.14,3,13,4,5,0.0,True,27.5,82.0,24.1,1008.3,17.8,252.0,27.4,0.0,51.0,,,16.754166666666666,16.928805990053732,5.500502499874067,,,,
Karachi,2024-04-13 04:00:00+00:00,2024-04-13 04:00:00+00:00,70,3.0,20.98,57.51,36.84,12.68,3.61,427.25,4,13,4,5,0.0,True,28.8,72.0,23.3,1009.0,19.0,260.0,31.7,0.0,84.0,,,16.875,18.71134730723196,3.2993153756716764,,,,
Karachi,2024-04-13 05:00:00+00:00,2024-04-13 05:00:00+00:00,67,3.0,19.99,55.97,41.13,10.02,3.22,403.88,5,13,4,5,-3.0,True,29.9,65.0,22.7,1008.8,17.9,261.0,31.7,0.0,87.0,,,16.79583333333333,17.679621296652964,2.8001769242201355,,,,
Karachi,2024-04-13 06:00:00+00:00,2024-04-13 06:00:00+00:00,66,3.0,19.05,51.74,50.78,5.91,2.65,347.14,6,13,4,5,-1.0,True,31.0,60.0,22.3,1008.5,18.3,260.0,33.1,0.0,95.0,,,16.645833333333332,18.02198188012341,3.177761651304825,,,,
Karachi,2024-04-13 07:00:00+00:00,2024-04-13 07:00:00+00:00,63,2.0,18.04,45.93,60.08,4.2,2.15,317.1,7,13,4,5,-3.0,True,32.0,55.0,21.7,1007.9,18.6,255.0,34.9,0.0,100.0,,,16.625,17.96622036897667,4.814034238906884,,,,
Karachi,2024-04-13 08:00:00+00:00,2024-04-13 08:00:00+00:00,63,2.0,17.88,44.02,63.66,4.97,2.44,327.11,8,13,4,5,0.0,True,31.2,59.0,22.2,1007.0,20.9,243.0,37.8,0.0,100.0,,,16.695833333333333,18.622036355536885,9.48840144455653,,,,
Karachi,2024-04-13 09:00:00+00:00,2024-04-13 09:00:00+00:00,64,2.0,18.14,43.93,62.23,6.51,2.86,350.48,9,13,4,5,1.0,True,31.1,58.0,22.0,1006.3,21.7,243.0,36.7,0.0,100.0,,,16.779166666666665,19.33484157488758,9.851593844348168,,,,
Karachi,2024-04-13 10:00:00+00:00,2024-04-13 10:00:00+00:00,65,2.0,18.74,44.88,57.22,8.83,3.1,390.53,10,13,4,5,1.0,True,30.6,60.0,21.9,1006.0,22.1,246.0,37.8,0.0,100.0,,,16.804166666666667,20.18935461390148,8.988879811975183,,,,
Karachi,2024-04-13 11:00:00+00:00,2024-04-13 11:00:00+00:00,66,2.0,19.36,46.05,50.78,12.51,3.49,453.95,11,13,4,5,1.0,True,29.8,65.0,22.6,1006.1,23.8,255.0,39.6,0.0,100.0,,,16.825,22.989034665679828,6.159893273439991,,,,
Karachi,2024-04-13 12:00:00+00:00,2024-04-13 12:00:00+00:00,68,2.0,20.44,47.84,42.92,16.62,3.76,520.71,12,13,4,5,2.0,True,29.8,64.0,22.1,1006.1,20.1,261.0,38.5,0.0,100.0,,,16.7625,19.85253564596227,3.144332747308644,,,,
Karachi,2024-04-13 13:00:00+00:00,2024-04-13 13:00:00+00:00,73,3.0,22.62,51.44,24.68,28.1,4.11,667.57,13,13,4,5,5.0,True,28.5,75.0,23.6,1006.9,13.5,236.0,30.6,0.0,49.0,,,16.48333333333333,11.19200722949306,7.549104196855088,,,,
Karachi,2024-04-13 14:00:00+00:00,2024-04-13 14:00:00+00:00,77,3.0,24.66,53.51,7.24,36.67,4.17,761.03,14,13,4,5,4.0,True,28.1,74.0,23.0,1006.7,6.1,242.0,22.7,0.0,99.0,,,15.875,5.385980316439454,2.863776532993933,,,,
Karachi,2024-04-13 15:00:00+00:00,2024-04-13 15:00:00+00:00,79,3.0,25.36,52.29,7.69,33.59,4.11,727.65,15,13,4,5,2.0,True,28.0,74.0,22.9,1007.0,5.9,223.0,11.5,0.0,97.0,,,15.408333333333331,4.023790324368741,4.314986839553106,,,,
Karachi,2024-04-13 16:00:00+00:00,2024-04-13 16:00:00+00:00,80,3.0,26.06,51.74,13.95,30.85,4.47,707.63,16,13,4,5,1.0,True,27.2,82.0,23.9,1007.9,11.2,222.0,16.6,0.0,90.0,,,15.1625,7.494262791219212,8.323222045346816,,,,
Karachi,2024-04-13 17:00:00+00:00,2024-04-13 17:00:00+00:00,77,2.0,24.35,47.79,25.39,23.99,4.23,614.17,17,13,4,5,-3.0,True,26.7,88.0,24.6,1008.9,9.6,250.0,16.9,0.0,100.0,,,14.845833333333331,9.021049159544718,3.2833933759264258,,,,
Karachi,2024-04-13 18:00:00+00:00,2024-04-13 18:00:00+00:00,73,2.0,22.78,45.03,33.97,18.51,3.87,534.06,18,13,4,5,-4.0,True,26.3,92.0,24.8,1009.2,11.9,256.0,16.6,0.0,87.0,,,14.633333333333333,11.54651914268436,2.8788705576360467,,,,
Karachi,2024-04-13 19:00:00+00:00,2024-04-13 19:00:00+00:00,69,2.0,20.79,42.71,38.27,14.22,3.19,447.27,19,13,4,5,-4.0,True,26.0,95.0,25.1,1009.3,13.0,251.0,18.7,0.0,86.0,,,14.504166666666668,12.29174148279112,4.232386007943036,,,,
Karachi,2024-04-13 20:00:00+00:00,2024-04-13 20:00:00+00:00,66,2.0,19.08,41.44,40.77,9.85,2.59,350.48,20,13,4,5,-3.0,True,25.8,95.0,24.9,1008.9,10.4,256.0,18.4,0.0,84.0,,,14.366666666666667,10.091075553270365,2.515987714236545,,,,
Karachi,2024-04-13 21:00:00+00:00,2024-04-13 21:00:00+00:00,66,2.0,19.13,44.02,43.99,6.0,2.59,290.39,21,13,4,5,0.0,True,25.4,98.0,25.0,1008.8,5.4,270.0,14.4,0.0,97.0,,,14.120833333333332,5.4,9.919639073093561e-16,,,,
Karachi,2024-04-13 22:00:00+00:00,2024-04-13 22:00:00+00:00,57,2.0,14.83,36.4,54.36,2.68,1.85,250.34,22,13,4,5,-9.0,True,25.0,99.0,24.9,1008.6,2.3,288.0,7.2,0.0,99.0,,,13.795833333333333,2.187429987478853,-0.7107390870623785,,,,
Karachi,2024-04-13 23:00:00+00:00,2024-04-13 23:00:00+00:00,52,2.0,12.75,31.31,57.94,2.74,2.12,257.02,23,13,4,5,-5.0,True,25.2,99.0,25.0,1008.5,1.1,108.0,2.9,0.0,100.0,,,13.45,-1.046162167924669,0.3399186938124421,,,,
Karachi,2024-04-14 00:00:00+00:00,2024-04-14 00:00:00+00:00,52,2.0,12.58,30.56,58.65,3.38,2.71,267.03,0,14,4,6,0.0,True,24.9,99.0,24.8,1008.7,2.7,67.0,2.9,0.0,100.0,,,13.108333333333333,-2.4853631043215887,-1.0549740469210398,,,,
Karachi,2024-04-14 01:00:00+00:00,2024-04-14 01:00:00+00:00,53,2.0,13.08,31.56,56.51,4.71,3.99,287.06,1,14,4,6,1.0,True,24.5,100.0,24.5,1009.9,3.3,319.0,7.2,0.0,100.0,,,12.825,2.164994795668674,-2.490541614735147,,,,
Karachi,2024-04-14 02:00:00+00:00,2024-04-14 02:00:00+00:00,55,2.0,14.14,33.95,52.93,5.48,4.17,297.07,2,14,4,6,2.0,True,24.9,96.0,24.3,1010.5,2.7,23.0,5.8,0.0,100.0,,,12.470833333333331,-1.0549740469210391,-2.485363104321589,,,,
Karachi,2024-04-14 03:00:00+00:00,2024-04-14 03:00:00+00:00,57,2.0,15.12,35.32,46.49,8.05,3.78,347.14,3,14,4,6,2.0,True,25.2,95.0,24.3,1011.3,3.7,119.0,7.6,0.0,100.0,,,11.883333333333333,-3.236092916415765,1.793795594911447,,,,
Karachi,2024-04-14 04:00:00+00:00,2024-04-14 04:00:00+00:00,60,2.0,16.2,33.36,39.34,14.22,4.11,447.27,4,14,4,6,3.0,True,26.5,86.0,23.9,1012.2,7.2,162.0,13.7,0.2,100.0,,,11.391666666666666,-2.224922359499622,6.8476069173251055,,,,
Karachi,2024-04-14 05:00:00+00:00,2024-04-14 05:00:00+00:00,59,2.0,16.18,28.0,34.69,19.02,4.83,520.71,5,14,4,6,-1.0,True,27.3,76.0,22.8,1012.5,10.7,200.0,19.8,0.6,100.0,,,11.091666666666669,3.6596155335846543,10.05471104240922,,,,
Karachi,2024-04-14 06:00:00+00:00,2024-04-14 06:00:00+00:00,58,2.0,15.35,22.83,37.55,16.79,5.07,514.03,6,14,4,6,-1.0,True,27.0,72.0,21.5,1012.2,3.8,221.0,19.4,0.8,100.0,,,10.4875,2.493024310163928,2.867896404846533,,,,
Karachi,2024-04-14 07:00:00+00:00,2024-04-14 07:00:00+00:00,54,2.0,13.69,18.64,44.7,12.17,4.71,460.62,7,14,4,6,-4.0,True,28.7,63.0,20.9,1011.8,5.1,219.0,14.4,0.0,100.0,,,9.925,3.2095339943541714,3.963444403430551,,,,
Karachi,2024-04-14 08:00:00+00:00,2024-04-14 08:00:00+00:00,52,2.0,12.46,16.24,43.63,12.17,5.25,447.27,8,14,4,6,-2.0,True,29.4,60.0,20.7,1010.7,7.3,200.0,18.7,0.2,100.0,,,9.358333333333333,2.496747046277381,6.859756131737131,,,,
Karachi,2024-04-14 09:00:00+00:00,2024-04-14 09:00:00+00:00,49,2.0,11.74,14.9,40.05,13.71,5.96,467.3,9,14,4,6,-3.0,True,29.0,58.0,19.9,1009.8,7.0,168.0,18.7,0.1,100.0,,,8.745833333333334,-1.4553818357243151,6.84703320513664,,,,
Karachi,2024-04-14 10:00:00+00:00,2024-04-14 10:00:00+00:00,45,2.0,10.9,13.58,36.12,14.74,6.08,480.65,10,14,4,6,-4.0,True,29.5,57.0,20.1,1010.2,13.6,217.0,24.5,0.2,100.0,,,8.391666666666667,8.184684314867853,10.861442936643185,,,,
Karachi,2024-04-14 11:00:00+00:00,2024-04-14 11:00:00+00:00,50,2.0,11.96,14.83,30.04,20.05,8.23,580.79,11,14,4,6,5.0,True,28.4,65.0,21.3,1010.1,13.0,226.0,25.2,0.2,100.0,,,7.941666666666666,9.35141740440246,9.030558815966968,,,,
Karachi,2024-04-14 12:00:00+00:00,2024-04-14 12:00:00+00:00,58,2.0,15.67,19.29,21.1,31.53,12.52,807.76,12,14,4,6,8.0,True,28.0,67.0,21.4,1009.9,14.8,221.0,24.1,0.0,100.0,,,7.720833333333332,9.709673629059507,11.169701787297024,,,,
Karachi,2024-04-14 13:00:00+00:00,2024-04-14 13:00:00+00:00,74,2.0,23.26,28.28,7.33,51.41,18.6,1241.68,13,14,4,6,16.0,True,27.6,63.0,20.0,1010.5,12.2,133.0,21.6,0.0,100.0,,,7.666666666666667,-8.92251515975388,8.32037999276248,,,,
Karachi,2024-04-14 14:00:00+00:00,2024-04-14 14:00:00+00:00,84,3.0,27.66,33.66,0.61,55.52,20.5,1441.96,14,14,4,6,10.0,True,27.0,69.0,20.8,1011.6,9.4,223.0,18.4,0.2,100.0,,,7.804166666666666,6.410784584587485,6.874724795220204,,,,
Karachi,2024-04-14 15:00:00+00:00,2024-04-14 15:00:00+00:00,81,3.0,26.56,33.23,0.1,45.93,17.4,1281.74,15,14,4,6,-3.0,True,26.2,76.0,21.5,1011.1,7.1,204.0,14.0,0.9,100.0,,,7.854166666666667,2.8878301658381784,6.486172749262467,,,,
Karachi,2024-04-14 16:00:00+00:00,2024-04-14 16:00:00+00:00,152,4.0,57.64,75.46,0.0,47.3,19.07,2269.74,16,14,4,6,71.0,True,26.0,78.0,21.9,1010.7,11.2,195.0,16.9,0.0,100.0,,,7.854166666666665,2.898773305148228,10.818369254437563,,,,
Karachi,2024-04-14 17:00:00+00:00,2024-04-14 17:00:00+00:00,189,5.0,128.75,162.9,0.0,58.95,25.75,4219.06,17,14,4,6,37.0,True,25.9,82.0,22.5,1010.9,3.2,270.0,15.8,0.0,100.0,,,7.587499999999999,3.2,5.878304635907295e-16,,,,
Karachi,2024-04-14 18:00:00+00:00,2024-04-14 18:00:00+00:00,269,5.0,218.73,266.37,0.0,71.97,32.9,6301.88,18,14,4,6,80.0,True,25.2,84.0,22.3,1011.2,10.6,325.0,14.8,0.0,100.0,,,7.533333333333332,6.079910225321092,-8.68301166946331,,,,
Karachi,2024-04-14 19:00:00+00:00,2024-04-14 19:00:00+00:00,337,5.0,286.9,340.14,0.0,82.94,37.67,7797.24,19,14,4,6,68.0,True,24.7,84.0,21.9,1011.4,10.4,316.0,14.8,0.0,100.0,,,7.425,7.224447052773575,-7.481133923521969,,,,
Karachi,2024-04-14 20:00:00+00:00,2024-04-14 20:00:00+00:00,351,5.0,300.93,349.05,0.0,87.74,35.29,8117.68,20,14,4,6,14.0,True,24.4,84.0,21.6,1011.4,10.7,327.0,15.5,0.0,100.0,,,7.437499999999999,5.827637674660788,-8.973775077016036,,,,
Karachi,2024-04-14 21:00:00+00:00,2024-04-14 21:00:00+00:00,340,5.0,290.27,332.43,0.0,86.37,31.95,7797.24,21,14,4,6,-11.0,True,24.1,85.0,21.4,1011.0,9.1,353.0,15.1,0.0,100.0,,,7.591666666666666,1.109011024986848,-9.032169979936029,,,,
Karachi,2024-04-14 22:00:00+00:00,2024-04-14 22:00:00+00:00,269,5.0,219.2,248.38,0.0,72.66,23.13,5874.63,22,14,4,6,-71.0,True,24.0,86.0,21.5,1011.1,7.2,357.0,12.6,0.0,100.0,,,7.795833333333333,0.3768188849491994,-7.190132650232932,,,,
Karachi,2024-04-14 23:00:00+00:00,2024-04-14 23:00:00+00:00,179,5.0,109.81,125.82,0.0,52.78,12.99,3124.24,23,14,4,6,-90.0,True,23.8,87.0,21.5,1011.0,6.2,353.0,11.5,0.0,100.0,,,8.008333333333333,0.7555899291119184,-6.153786140176196,,,,
Karachi,2024-04-15 00:00:00+00:00,2024-04-15 00:00:00+00:00,106,3.0,37.78,45.88,4.16,33.59,7.63,1201.63,0,15,4,0,-73.0,True,23.7,87.0,21.5,1011.2,4.1,15.0,8.3,0.0,100.0,,,8.066666666666665,-1.061158084920335,-3.96029588778518,,,,
Karachi,2024-04-16 01:00:00+00:00,2024-04-16 01:00:00+00:00,89,3.0,30.0,38.34,10.91,28.1,9.18,881.2,1,16,4,1,-17.0,True,23.9,94.0,22.9,1011.3,8.9,291.0,13.0,0.0,100.0,,,10.791666666666666,8.308865795825099,-3.189474750953166,,,,
Karachi,2024-04-16 02:00:00+00:00,2024-04-16 02:00:00+00:00,104,3.0,36.72,46.71,3.35,34.62,10.73,1148.22,2,16,4,1,15.0,True,24.6,92.0,23.2,1011.6,8.6,268.0,11.9,0.0,100.0,,,10.933333333333332,8.594761112364223,0.3001356716415141,,,,
Karachi,2024-04-16 03:00:00+00:00,2024-04-16 03:00:00+00:00,129,3.0,47.01,60.08,5.41,33.93,12.99,1655.58,3,16,4,1,25.0,True,26.1,85.0,23.4,1012.0,12.0,291.0,18.7,0.0,100.0,,,11.141666666666666,11.202965117966423,-4.300415394543594,,,,
Karachi,2024-04-16 04:00:00+00:00,2024-04-16 04:00:00+00:00,88,3.0,29.99,40.09,13.23,32.22,14.66,1295.09,4,16,4,1,-41.0,True,27.3,78.0,23.2,1012.2,12.8,302.0,21.6,0.0,100.0,,,11.408333333333331,10.855015630802257,-6.78296658218502,,,,
Karachi,2024-04-16 05:00:00+00:00,2024-04-16 05:00:00+00:00,87,3.0,29.15,40.36,23.96,32.56,16.21,1281.74,5,16,4,1,-1.0,True,28.8,72.0,23.4,1012.7,14.1,302.0,24.8,0.0,100.0,,,11.729166666666664,11.957478155805608,-7.471861625688185,,,,
Karachi,2024-04-16 06:00:00+00:00,2024-04-16 06:00:00+00:00,85,3.0,28.59,41.56,55.79,30.16,16.45,1054.76,6,16,4,1,-2.0,True,29.2,68.0,22.7,1012.0,10.7,312.0,25.2,0.0,100.0,,,11.916666666666666,7.951649632608121,-7.159697488039778,,,,
Karachi,2024-04-16 07:00:00+00:00,2024-04-16 07:00:00+00:00,75,3.0,23.69,38.19,100.14,17.48,12.76,674.25,7,16,4,1,-10.0,True,31.8,53.0,21.1,1011.7,11.1,324.0,22.7,0.0,100.0,,,11.975,6.524416300446454,-8.980088637561915,,,,
Karachi,2024-04-16 08:00:00+00:00,2024-04-16 08:00:00+00:00,71,3.0,21.71,36.86,120.16,11.31,10.25,527.38,8,16,4,1,-4.0,True,33.6,43.0,19.4,1011.0,13.9,323.0,26.6,0.0,100.0,,,11.875,8.36522882181347,-11.101033589657373,,,,
Karachi,2024-04-16 09:00:00+00:00,2024-04-16 09:00:00+00:00,73,3.0,22.45,38.65,124.45,10.11,9.54,487.33,9,16,4,1,2.0,True,33.9,40.0,18.6,1010.6,18.6,313.0,31.3,0.0,100.0,,,11.937499999999998,13.60317885011658,-12.685169497162462,,,,
Karachi,2024-04-16 10:00:00+00:00,2024-04-16 10:00:00+00:00,81,3.0,26.69,45.26,111.58,18.34,9.06,607.49,10,16,4,1,8.0,True,33.6,41.0,18.7,1010.1,24.5,317.0,40.0,0.0,100.0,,,12.137499999999998,16.708959821531206,-17.91816568966968,,,,
Karachi,2024-04-16 11:00:00+00:00,2024-04-16 11:00:00+00:00,88,3.0,29.84,47.36,98.71,26.73,9.66,714.3,11,16,4,1,7.0,True,32.8,44.0,18.8,1009.5,18.6,316.0,39.6,0.0,100.0,,,12.104166666666666,12.920645690537356,-13.379720286298909,,,,
Karachi,2024-04-16 12:00:00+00:00,2024-04-16 12:00:00+00:00,102,3.0,35.81,52.1,91.55,33.24,11.8,787.73,12,16,4,1,14.0,True,32.2,49.0,20.3,1009.3,18.1,314.0,30.6,0.0,100.0,,,12.091666666666669,13.020050386129595,-12.573316505307838,,,,
Karachi,2024-04-16 13:00:00+00:00,2024-04-16 13:00:00+00:00,109,3.0,38.9,54.92,73.67,44.55,14.54,947.95,13,16,4,1,7.0,True,31.1,57.0,21.5,1010.1,17.5,307.0,32.0,0.0,72.0,,,12.025,13.976121425827628,-10.53176290516084,,,,
Karachi,2024-04-16 14:00:00+00:00,2024-04-16 14:00:00+00:00,119,3.0,42.74,59.86,57.94,54.15,18.6,1121.52,14,16,4,1,10.0,True,29.3,69.0,22.9,1010.3,16.9,297.0,27.0,0.0,97.0,,,12.0125,15.058010258783415,-7.672439445598338,,,,
Karachi,2024-04-16 15:00:00+00:00,2024-04-16 15:00:00+00:00,115,3.0,41.12,60.32,62.23,46.61,20.5,1068.12,15,16,4,1,-4.0,True,28.0,76.0,23.4,1010.7,15.0,297.0,25.6,0.0,100.0,,,12.075,13.36509786282552,-6.8098574960932,,,,
Karachi,2024-04-16 16:00:00+00:00,2024-04-16 16:00:00+00:00,114,3.0,40.68,62.26,61.51,48.67,21.22,1241.68,16,16,4,1,-1.0,True,27.6,80.0,23.9,1011.1,15.3,311.0,22.3,0.0,100.0,,,12.266666666666667,11.547056577408416,-10.037703143554758,,,,
Karachi,2024-04-16 17:00:00+00:00,2024-04-16 17:00:00+00:00,146,4.0,53.8,77.43,45.78,61.69,24.08,1655.58,17,16,4,1,32.0,True,27.6,79.0,23.6,1011.0,12.8,338.0,22.3,0.0,100.0,,,12.424999999999995,4.794964395723678,-11.867953338454878,,,,
Karachi,2024-04-16 18:00:00+00:00,2024-04-16 18:00:00+00:00,158,4.0,69.85,96.02,29.33,74.03,26.23,2056.12,18,16,4,1,12.0,True,27.5,73.0,22.2,1010.2,11.3,351.0,18.7,0.0,100.0,,,12.608333333333333,1.7677094549546115,-11.160878248725057,,,,
Karachi,2024-04-16 19:00:00+00:00,2024-04-16 19:00:00+00:00,160,4.0,72.91,101.05,15.38,81.57,24.08,2243.04,19,16,4,1,2.0,True,27.1,69.0,20.8,1009.6,8.9,346.0,15.8,0.0,100.0,,,12.704166666666667,2.153104870837044,-8.635631963856369,,,,
Karachi,2024-04-16 20:00:00+00:00,2024-04-16 20:00:00+00:00,153,4.0,59.22,86.31,13.95,71.97,20.5,1976.01,20,16,4,1,-7.0,True,26.4,69.0,20.3,1008.9,6.9,9.0,11.9,0.0,100.0,,,12.829166666666666,-1.079397808777593,-6.815049550106451,,,,
Karachi,2024-04-16 21:00:00+00:00,2024-04-16 21:00:00+00:00,128,3.0,46.41,72.1,25.39,52.09,18.12,1548.77,21,16,4,1,-25.0,True,26.0,69.0,19.8,1008.7,6.5,357.0,9.7,0.0,100.0,,,12.883333333333333,0.3401837155791384,-6.49109197590473,,,,
Karachi,2024-04-16 22:00:00+00:00,2024-04-16 22:00:00+00:00,117,3.0,41.86,66.27,35.76,38.04,16.93,1281.74,22,16,4,1,-11.0,True,25.5,69.0,19.4,1008.3,8.0,352.0,15.1,0.0,100.0,,,12.895833333333334,1.113384807680527,-7.922144549932562,,,,
Karachi,2024-04-16 23:00:00+00:00,2024-04-16 23:00:00+00:00,124,3.0,44.72,69.25,37.19,34.27,17.17,1241.68,23,16,4,1,7.0,True,25.8,66.0,19.0,1008.0,8.1,21.0,12.6,0.0,100.0,,,12.85,-2.902780391316932,-7.562001454627333,,,,
Karachi,2024-04-17 00:00:00+00:00,2024-04-17 00:00:00+00:00,137,4.0,50.24,75.81,34.33,35.3,18.12,1308.44,0,17,4,2,13.0,True,25.6,69.0,19.5,1007.9,6.6,41.0,10.8,0.0,100.0,,,12.7375,-4.329989591337347,-4.981083229470295,,,,
Karachi,2024-04-17 01:00:00+00:00,2024-04-17 01:00:00+00:00,151,4.0,56.2,83.52,27.18,40.78,19.55,1441.96,1,17,4,2,14.0,True,24.6,78.0,20.6,1008.7,4.7,351.0,5.0,0.0,100.0,,,12.5625,0.7352419856890862,-4.642135200797148,,,,
Karachi,2024-04-17 02:00:00+00:00,2024-04-17 02:00:00+00:00,156,4.0,65.77,95.41,12.87,56.21,22.41,1815.8,2,17,4,2,5.0,True,25.2,71.0,19.6,1009.4,6.2,339.0,9.0,0.0,100.0,,,12.4625,2.2218812871808646,-5.78819864428265,,,,
Karachi,2024-04-17 03:00:00+00:00,2024-04-17 03:00:00+00:00,172,5.0,95.67,132.65,3.89,74.71,29.56,2937.32,3,17,4,2,16.0,True,26.3,66.0,19.6,1010.2,3.1,324.0,9.4,0.0,100.0,,,12.091666666666669,1.8221342821066675,-2.507952682562337,,,,
Karachi,2024-04-17 04:00:00+00:00,2024-04-17 04:00:00+00:00,199,5.0,148.96,200.5,6.17,93.22,40.53,5073.55,4,17,4,2,27.0,True,28.1,58.0,19.2,1010.4,2.7,337.0,9.4,0.0,100.0,,,11.670833333333334,1.0549740469210418,-2.485363104321588,,,,
Karachi,2024-04-17 05:00:00+00:00,2024-04-17 05:00:00+00:00,255,5.0,205.48,276.83,13.23,132.98,49.11,6942.75,5,17,4,2,56.0,True,30.6,48.0,18.5,1010.6,2.3,288.0,11.5,0.0,5.0,,,11.179166666666664,2.187429987478853,-0.7107390870623785,,,,
Karachi,2024-04-17 06:00:00+00:00,2024-04-17 06:00:00+00:00,278,5.0,228.45,314.28,54.36,183.7,44.35,6088.26,6,17,4,2,23.0,True,32.8,40.0,17.3,1010.2,6.0,205.0,16.6,0.0,27.0,,,10.983333333333333,2.535709570444196,5.4378467222199,,,,
Karachi,2024-04-17 07:00:00+00:00,2024-04-17 07:00:00+00:00,275,5.0,224.86,304.23,188.83,127.49,26.7,3524.78,7,17,4,2,-3.0,True,33.6,37.0,16.8,1009.9,13.5,196.0,26.6,0.0,29.0,,,11.083333333333334,3.7211043035294864,12.977032895167303,,,,
Karachi,2024-04-17 08:00:00+00:00,2024-04-17 08:00:00+00:00,277,5.0,227.52,285.63,277.52,62.38,14.9,2189.64,8,17,4,2,2.0,True,33.9,35.0,16.2,1008.9,17.7,204.0,32.8,0.0,66.0,,,11.241666666666664,7.199238582441657,16.16975460027404,,,,
Karachi,2024-04-17 09:00:00+00:00,2024-04-17 09:00:00+00:00,229,5.0,178.56,220.05,254.63,40.1,9.54,1628.88,9,17,4,2,-48.0,True,33.8,32.0,14.9,1008.1,18.9,215.0,34.9,0.0,40.0,,,11.254166666666665,10.840594647034765,15.481973637061948,,,,
Karachi,2024-04-17 10:00:00+00:00,2024-04-17 10:00:00+00:00,182,5.0,115.49,147.02,203.13,28.79,6.85,1161.58,10,17,4,2,-47.0,True,33.6,32.0,14.4,1007.1,18.1,227.0,34.6,0.0,13.0,,,10.9875,13.23750199930698,12.344170317131232,,,,
Karachi,2024-04-17 11:00:00+00:00,2024-04-17 11:00:00+00:00,168,5.0,87.89,116.89,163.08,26.39,6.08,961.3,11,17,4,2,-14.0,True,32.8,35.0,15.3,1006.4,15.7,212.0,33.1,0.0,89.0,,,10.866666666666667,8.319732448461314,13.314355109655889,,,,
Karachi,2024-04-17 12:00:00+00:00,2024-04-17 12:00:00+00:00,156,4.0,66.15,93.37,125.89,25.7,5.6,821.11,12,17,4,2,-12.0,True,31.4,39.0,15.7,1006.0,14.4,217.0,28.8,0.0,31.0,,,10.7125,8.666136333389492,11.50035134468102,,,,
Karachi,2024-04-17 13:00:00+00:00,2024-04-17 13:00:00+00:00,129,3.0,46.83,68.55,89.41,31.53,5.72,787.73,13,17,4,2,-27.0,True,31.2,45.0,17.8,1006.9,16.5,216.0,27.4,0.0,11.0,,,10.670833333333333,9.698456662825803,13.348780407186633,,,,
Karachi,2024-04-17 14:00:00+00:00,2024-04-17 14:00:00+00:00,94,3.0,32.47,49.44,59.37,37.36,5.78,767.71,14,17,4,2,-35.0,True,29.6,51.0,18.4,1007.4,14.1,232.0,26.3,0.0,0.0,,,10.554166666666664,11.11095162585478,8.68082680209178,,,,
Karachi,2024-04-17 15:00:00+00:00,2024-04-17 15:00:00+00:00,75,2.0,23.64,39.15,51.5,29.47,5.96,674.25,15,17,4,2,-19.0,True,28.4,58.0,19.3,1008.1,13.3,251.0,21.2,0.0,1.0,,,10.483333333333333,12.575397055470916,4.330056454280184,,,,
Karachi,2024-04-17 16:00:00+00:00,2024-04-17 16:00:00+00:00,69,2.0,20.56,36.14,48.64,25.02,6.74,654.22,16,17,4,2,-6.0,True,27.4,68.0,20.9,1008.5,13.6,248.0,19.8,0.0,0.0,,,10.4125,12.609700422108308,5.094649670456407,,,,
